id,name,host_id,host_name,host_is_superhost,superhost_status,borough,neighbourhood,latitude,longitude,room_type,price,accommodates,price_per_guest,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,host_tier,price_category,availability_365,rating,listing_url
10618,Luxury Room in DUMBO,1255,Charlotte,t,Superhost,Brooklyn,DUMBO,40.68887,-73.92043,Entire home/apt,381,2,190.5,5,66,2026-05-30,4.34,2,Small Host (2-4),Luxury (>$250),224,4.95,https://www.airbnb.com/rooms/10618
10619,Charming Suite in Crown Heights,1041,Sarah,f,Standard Host,Brooklyn,Crown Heights,40.67903,-73.93004,Entire home/apt,269,2,134.5,3,10,2026-07-25,0.52,2,Small Host (2-4),Luxury (>$250),292,4.46,https://www.airbnb.com/rooms/10619
10620,Minimalist Flat in Forest Hills,1034,Sarah,t,Superhost,Queens,Forest Hills,40.7487,-73.77779,Entire home/apt,163,6,27.17,2,56,2026-07-24,3.57,2,Small Host (2-4),Moderate ($100-$250),226,4.96,https://www.airbnb.com/rooms/10620
10621,Cozy Loft in Long Island City,1213,Michael,f,Standard Host,Queens,Long Island City,40.7806,-73.79245,Shared room,52,3,17.33,3,15,2026-06-03,0.52,1,Single Listing,Budget (<$100),324,4.48,https://www.airbnb.com/rooms/10621
10622,Cozy Brownstone Unit in Cobble Hill,1259,James,f,Standard Host,Brooklyn,Cobble Hill,40.71985,-73.93998,Private room,113,2,56.5,4,39,2026-06-16,1.74,1,Single Listing,Moderate ($100-$250),32,4.54,https://www.airbnb.com/rooms/10622
10623,Charming Retreat in Bushwick,1312,Ethan,t,Superhost,Brooklyn,Bushwick,40.62755,-73.93602,Private room,78,1,78.0,2,60,2026-07-02,3.08,2,Small Host (2-4),Budget (<$100),48,4.99,https://www.airbnb.com/rooms/10623
10624,Luxury Studio in Ridgewood,1328,Olivia,f,Standard Host,Queens,Ridgewood,40.71049,-73.78984,Private room,62,2,31.0,3,29,2026-07-03,0.86,1,Single Listing,Budget (<$100),100,4.34,https://www.airbnb.com/rooms/10624
10625,Modern Loft in Bushwick,1051,David,f,Standard Host,Brooklyn,Bushwick,40.66928,-73.92768,Entire home/apt,230,4,57.5,3,16,2025-07-28,1.09,1,Single Listing,Moderate ($100-$250),337,4.48,https://www.airbnb.com/rooms/10625
10626,Minimalist Suite in Astoria,1139,Jessica,t,Superhost,Queens,Astoria,40.74999,-73.78428,Private room,70,2,35.0,4,46,2026-07-27,3.21,1,Single Listing,Budget (<$100),190,4.99,https://www.airbnb.com/rooms/10626
10627,Luxury Flat in DUMBO,1045,Michael,t,Superhost,Brooklyn,DUMBO,40.66971,-73.99852,Private room,63,1,63.0,2,52,2026-07-26,1.81,1,Single Listing,Budget (<$100),216,4.97,https://www.airbnb.com/rooms/10627
10628,Spacious Flat in Bushwick,1254,Ava,f,Standard Host,Brooklyn,Bushwick,40.67291,-73.90335,Private room,85,1,85.0,7,42,2026-01-04,1.35,1,Single Listing,Budget (<$100),53,4.26,https://www.airbnb.com/rooms/10628
10629,Charming Penthouse in Bushwick,1283,Carlos,t,Superhost,Brooklyn,Bushwick,40.65457,-73.9598,Private room,120,2,60.0,3,56,2025-07-11,2.16,12,Multi-Listing Host (5+),Moderate ($100-$250),204,4.98,https://www.airbnb.com/rooms/10629
10630,Spacious Apartment in Astoria,1154,Sophia,t,Superhost,Queens,Astoria,40.68653,-73.76672,Entire home/apt,148,8,18.5,1,62,2026-07-27,3.67,1,Single Listing,Moderate ($100-$250),180,4.95,https://www.airbnb.com/rooms/10630
10631,Sunny Brownstone Unit in Bushwick,1282,Ava,f,Standard Host,Brooklyn,Bushwick,40.68053,-73.92422,Private room,77,1,77.0,7,8,2026-08-01,0.23,1,Single Listing,Budget (<$100),31,4.55,https://www.airbnb.com/rooms/10631
10632,Quiet Studio in DUMBO,1127,Michael,t,Superhost,Brooklyn,DUMBO,40.6213,-73.91208,Private room,216,1,216.0,5,149,2026-05-13,15.2,1,Single Listing,Moderate ($100-$250),270,4.94,https://www.airbnb.com/rooms/10632
10633,Rustic Haven in DUMBO,1253,Ava,t,Superhost,Brooklyn,DUMBO,40.64236,-73.96294,Private room,82,2,41.0,7,115,2026-06-05,8.17,1,Single Listing,Budget (<$100),225,4.95,https://www.airbnb.com/rooms/10633
10634,Cozy Brownstone Unit in East Village,1066,Ethan,t,Superhost,Manhattan,East Village,40.77015,-73.982,Entire home/apt,386,4,96.5,3,45,2026-06-11,1.29,2,Small Host (2-4),Luxury (>$250),66,4.98,https://www.airbnb.com/rooms/10634
10635,Charming Studio in Chelsea,1064,Elena,t,Superhost,Manhattan,Chelsea,40.77244,-73.96752,Private room,120,2,60.0,2,70,2026-05-28,2.21,1,Single Listing,Moderate ($100-$250),150,4.97,https://www.airbnb.com/rooms/10635
10636,Quiet Room in Bedford-Stuyvesant,1235,Noah,t,Superhost,Brooklyn,Bedford-Stuyvesant,40.64638,-73.89564,Entire home/apt,303,3,101.0,2,58,2026-05-31,3.53,3,Small Host (2-4),Luxury (>$250),151,4.92,https://www.airbnb.com/rooms/10636
10637,Spacious Suite in Chelsea,1331,Mia,f,Standard Host,Manhattan,Chelsea,40.77319,-73.96714,Private room,86,3,28.67,2,10,2026-07-10,0.47,1,Single Listing,Budget (<$100),42,4.57,https://www.airbnb.com/rooms/10637
10638,Boho Brownstone Unit in Flushing,1285,Charlotte,f,Standard Host,Queens,Flushing,40.71447,-73.77639,Private room,36,3,12.0,1,47,2026-05-07,3.09,1,Single Listing,Budget (<$100),149,4.55,https://www.airbnb.com/rooms/10638
10639,Chic Haven in Greenpoint,1126,Carlos,t,Superhost,Brooklyn,Greenpoint,40.70145,-73.92816,Entire home/apt,178,3,59.33,2,62,2026-06-25,8.47,1,Single Listing,Moderate ($100-$250),47,4.98,https://www.airbnb.com/rooms/10639
10640,Bright Room in Crown Heights,1132,Alex,f,Standard Host,Brooklyn,Crown Heights,40.68152,-73.94552,Entire home/apt,156,3,52.0,3,100,2026-06-08,7.4,1,Single Listing,Moderate ($100-$250),133,4.32,https://www.airbnb.com/rooms/10640
10641,Cozy Apartment in Williamsburg,1211,Carlos,t,Superhost,Brooklyn,Williamsburg,40.70413,-73.95716,Hotel room,274,3,91.33,1,160,2026-05-27,6.91,1,Single Listing,Luxury (>$250),90,4.91,https://www.airbnb.com/rooms/10641
10642,Cozy Apartment in Chelsea,1231,Emily,f,Standard Host,Manhattan,Chelsea,40.80907,-73.9658,Entire home/apt,390,2,195.0,5,52,2026-05-24,2.74,1,Single Listing,Luxury (>$250),91,4.32,https://www.airbnb.com/rooms/10642
10643,Modern Flat in Tribeca,1044,Jessica,t,Superhost,Manhattan,Tribeca,40.80055,-73.9369,Entire home/apt,414,2,207.0,7,112,2026-03-17,3.3,3,Small Host (2-4),Luxury (>$250),178,4.92,https://www.airbnb.com/rooms/10643
10644,Luxury Retreat in Crown Heights,1228,James,t,Superhost,Brooklyn,Crown Heights,40.68956,-73.91901,Private room,96,2,48.0,2,154,2026-07-27,7.72,3,Small Host (2-4),Budget (<$100),74,4.97,https://www.airbnb.com/rooms/10644
10645,Stunning Suite in Mott Haven,1070,Sarah,f,Standard Host,Bronx,Mott Haven,40.82617,-73.87218,Private room,49,2,24.5,1,38,2026-07-08,2.76,1,Single Listing,Budget (<$100),101,4.46,https://www.airbnb.com/rooms/10645
10646,Bright Flat in Chelsea,1227,Michael,f,Standard Host,Manhattan,Chelsea,40.79343,-73.97394,Entire home/apt,256,4,64.0,1,7,2026-04-24,1.04,1,Single Listing,Luxury (>$250),175,4.62,https://www.airbnb.com/rooms/10646
10647,Charming Haven in Chelsea,1276,Elena,t,Superhost,Manhattan,Chelsea,40.74718,-73.96684,Entire home/apt,368,4,92.0,3,48,2026-04-23,5.61,1,Single Listing,Luxury (>$250),305,4.9,https://www.airbnb.com/rooms/10647
10648,Rustic Loft in Bushwick,1319,Sarah,t,Superhost,Brooklyn,Bushwick,40.67708,-73.91693,Entire home/apt,390,3,130.0,1,75,2026-05-16,8.66,1,Single Listing,Luxury (>$250),86,4.96,https://www.airbnb.com/rooms/10648
10649,Minimalist Retreat in Harlem,1190,Sarah,t,Superhost,Manhattan,Harlem,40.79017,-73.99408,Hotel room,412,5,82.4,3,36,2026-06-13,1.14,2,Small Host (2-4),Luxury (>$250),18,4.98,https://www.airbnb.com/rooms/10649
10650,Luxury Retreat in East Village,1201,James,f,Standard Host,Manhattan,East Village,40.76417,-73.93779,Private room,175,1,175.0,2,34,2026-02-22,1.62,2,Small Host (2-4),Moderate ($100-$250),203,4.52,https://www.airbnb.com/rooms/10650
10651,Charming Room in Park Slope,1205,Charlotte,f,Standard Host,Brooklyn,Park Slope,40.67658,-73.92979,Entire home/apt,121,4,30.25,5,44,2026-05-17,4.44,1,Single Listing,Moderate ($100-$250),230,4.21,https://www.airbnb.com/rooms/10651
10652,Stunning Brownstone Unit in Midtown,1200,Jessica,t,Superhost,Manhattan,Midtown,40.77918,-73.96394,Hotel room,294,5,58.8,1,102,2026-05-25,6.3,2,Small Host (2-4),Luxury (>$250),21,4.96,https://www.airbnb.com/rooms/10652
10653,Boho Studio in Upper West Side,1272,Noah,f,Standard Host,Manhattan,Upper West Side,40.79875,-73.98939,Shared room,75,1,75.0,3,15,2026-06-06,1.5,1,Single Listing,Budget (<$100),184,4.52,https://www.airbnb.com/rooms/10653
10654,Rustic Suite in Todt Hill,1182,Daniel,f,Standard Host,Staten Island,Todt Hill,40.59137,-74.14629,Entire home/apt,243,2,121.5,2,19,2026-06-08,2.15,1,Single Listing,Moderate ($100-$250),73,4.55,https://www.airbnb.com/rooms/10654
10655,Bright Retreat in East Village,1208,Carlos,f,Standard Host,Manhattan,East Village,40.77406,-73.98093,Entire home/apt,273,2,136.5,30,7,2026-07-26,0.2,2,Small Host (2-4),Luxury (>$250),218,4.49,https://www.airbnb.com/rooms/10655
10656,Rustic Loft in Astoria,1016,Ethan,t,Superhost,Queens,Astoria,40.73262,-73.77747,Entire home/apt,137,5,27.4,1,45,2026-05-21,2.23,2,Small Host (2-4),Moderate ($100-$250),155,4.97,https://www.airbnb.com/rooms/10656
10657,Rustic Apartment in Pelham Bay,1201,Elena,f,Standard Host,Bronx,Pelham Bay,40.88063,-73.88548,Private room,54,1,54.0,2,38,2026-07-17,2.57,3,Small Host (2-4),Budget (<$100),185,4.49,https://www.airbnb.com/rooms/10657
10658,Bright Studio in Park Slope,1111,Charlotte,f,Standard Host,Brooklyn,Park Slope,40.67166,-73.92856,Entire home/apt,366,2,183.0,1,15,2026-05-15,0.53,1,Single Listing,Luxury (>$250),284,4.51,https://www.airbnb.com/rooms/10658
10659,Charming Penthouse in Forest Hills,1203,Sophia,f,Standard Host,Queens,Forest Hills,40.78089,-73.78782,Entire home/apt,227,5,45.4,1,9,2026-05-11,0.58,2,Small Host (2-4),Moderate ($100-$250),99,4.53,https://www.airbnb.com/rooms/10659
10660,Boho Retreat in Greenwich Village,1249,Mia,f,Standard Host,Manhattan,Greenwich Village,40.79194,-73.98391,Private room,136,2,68.0,2,17,2026-05-03,0.48,1,Single Listing,Moderate ($100-$250),131,4.35,https://www.airbnb.com/rooms/10660
10661,Stunning Room in Cobble Hill,1192,Charlotte,f,Standard Host,Brooklyn,Cobble Hill,40.68323,-73.93839,Entire home/apt,165,2,82.5,1,48,2026-07-12,1.59,2,Small Host (2-4),Moderate ($100-$250),18,4.31,https://www.airbnb.com/rooms/10661
10662,Chic Room in Bedford-Stuyvesant,1321,Sophia,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.65444,-73.97185,Private room,122,2,61.0,30,22,2026-05-25,0.79,1,Single Listing,Moderate ($100-$250),243,4.38,https://www.airbnb.com/rooms/10662
10663,Chic Studio in SoHo,1076,Carlos,f,Standard Host,Manhattan,SoHo,40.7581,-73.9848,Private room,153,1,153.0,4,35,2026-05-03,2.76,1,Single Listing,Moderate ($100-$250),230,4.37,https://www.airbnb.com/rooms/10663
10664,Chic Apartment in Midtown,1061,Benjamin,f,Standard Host,Manhattan,Midtown,40.74172,-73.94861,Entire home/apt,288,8,36.0,2,4,2026-06-07,0.15,3,Small Host (2-4),Luxury (>$250),134,4.48,https://www.airbnb.com/rooms/10664
10665,Quiet Penthouse in Cobble Hill,1002,Elena,f,Standard Host,Brooklyn,Cobble Hill,40.68029,-73.99169,Hotel room,259,6,43.17,1,48,2026-06-28,1.83,1,Single Listing,Luxury (>$250),291,4.4,https://www.airbnb.com/rooms/10665
10666,Charming Studio in East Village,1219,Emma,f,Standard Host,Manhattan,East Village,40.79058,-73.95881,Private room,123,2,61.5,1,10,2026-06-16,0.71,3,Small Host (2-4),Moderate ($100-$250),169,4.53,https://www.airbnb.com/rooms/10666
10667,Spacious Brownstone Unit in Jackson Heights,1004,Noah,f,Standard Host,Queens,Jackson Heights,40.76131,-73.80357,Entire home/apt,149,3,49.67,30,5,2026-07-08,0.16,1,Single Listing,Moderate ($100-$250),23,4.61,https://www.airbnb.com/rooms/10667
10668,Charming Brownstone Unit in DUMBO,1165,Sarah,f,Standard Host,Brooklyn,DUMBO,40.67226,-73.91332,Entire home/apt,253,5,50.6,7,90,2026-07-14,3.58,1,Single Listing,Luxury (>$250),235,4.62,https://www.airbnb.com/rooms/10668
10669,Chic Retreat in Hell's Kitchen,1211,David,f,Standard Host,Manhattan,Hell's Kitchen,40.8073,-73.99242,Private room,120,1,120.0,1,91,2026-02-21,3.96,1,Single Listing,Moderate ($100-$250),144,4.27,https://www.airbnb.com/rooms/10669
10670,Spacious Suite in Chelsea,1068,Carlos,t,Superhost,Manhattan,Chelsea,40.7801,-73.9642,Entire home/apt,490,6,81.67,1,53,2026-05-26,1.59,1,Single Listing,Luxury (>$250),93,4.98,https://www.airbnb.com/rooms/10670
10671,Cozy Loft in Crown Heights,1240,Mia,f,Standard Host,Brooklyn,Crown Heights,40.70992,-74.00629,Entire home/apt,170,8,21.25,1,26,2026-06-11,2.35,1,Single Listing,Moderate ($100-$250),212,4.43,https://www.airbnb.com/rooms/10671
10672,Modern Loft in DUMBO,1129,Emma,f,Standard Host,Brooklyn,DUMBO,40.68962,-73.92584,Entire home/apt,198,3,66.0,7,55,2026-03-28,2.18,1,Single Listing,Moderate ($100-$250),311,4.59,https://www.airbnb.com/rooms/10672
10673,Sunny Suite in DUMBO,1280,Carlos,f,Standard Host,Brooklyn,DUMBO,40.61127,-73.95241,Entire home/apt,189,3,63.0,3,15,2026-07-21,0.48,1,Single Listing,Moderate ($100-$250),173,4.49,https://www.airbnb.com/rooms/10673
10674,Cozy Penthouse in Brooklyn Heights,1302,Ava,f,Standard Host,Brooklyn,Brooklyn Heights,40.64429,-73.93899,Private room,91,2,45.5,4,46,2026-07-01,3.52,3,Small Host (2-4),Budget (<$100),85,4.47,https://www.airbnb.com/rooms/10674
10675,Rustic Brownstone Unit in Park Slope,1093,Emily,f,Standard Host,Brooklyn,Park Slope,40.66804,-73.94685,Private room,168,1,168.0,1,46,2026-02-17,1.8,1,Single Listing,Moderate ($100-$250),302,4.57,https://www.airbnb.com/rooms/10675
10676,Chic Brownstone Unit in Concourse,1350,James,t,Superhost,Bronx,Concourse,40.89721,-73.84028,Private room,49,2,24.5,30,78,2026-04-27,2.47,2,Small Host (2-4),Budget (<$100),127,4.99,https://www.airbnb.com/rooms/10676
10677,Quiet Haven in Todt Hill,1311,Carlos,f,Standard Host,Staten Island,Todt Hill,40.55875,-74.15116,Entire home/apt,99,4,24.75,1,7,2026-02-28,0.8,1,Single Listing,Budget (<$100),288,4.62,https://www.airbnb.com/rooms/10677
10678,Cozy Retreat in Harlem,1040,Charlotte,t,Superhost,Manhattan,Harlem,40.78066,-73.94392,Entire home/apt,368,4,92.0,2,77,2026-07-09,2.48,12,Multi-Listing Host (5+),Luxury (>$250),262,4.9,https://www.airbnb.com/rooms/10678
10679,Bright Penthouse in Tribeca,1122,Elena,t,Superhost,Manhattan,Tribeca,40.81183,-73.97108,Private room,330,1,330.0,1,64,2026-07-25,9.25,1,Single Listing,Luxury (>$250),287,4.92,https://www.airbnb.com/rooms/10679
10680,Luxury Retreat in Flushing,1304,Liam,t,Superhost,Queens,Flushing,40.74009,-73.79543,Entire home/apt,353,3,117.67,2,113,2026-07-14,4.85,3,Small Host (2-4),Luxury (>$250),123,4.98,https://www.airbnb.com/rooms/10680
10681,Sunny Loft in Concourse,1041,Carlos,t,Superhost,Bronx,Concourse,40.86152,-73.87209,Entire home/apt,103,5,20.6,2,51,2026-05-22,4.03,2,Small Host (2-4),Moderate ($100-$250),321,4.98,https://www.airbnb.com/rooms/10681
10682,Spacious Haven in Tribeca,1014,Mia,f,Standard Host,Manhattan,Tribeca,40.7374,-73.94646,Entire home/apt,416,8,52.0,2,2,2026-05-26,0.21,1,Single Listing,Luxury (>$250),305,4.54,https://www.airbnb.com/rooms/10682
10683,Chic Loft in Bedford-Stuyvesant,1298,Emily,t,Superhost,Brooklyn,Bedford-Stuyvesant,40.70725,-73.93539,Private room,122,1,122.0,7,60,2026-07-05,2.15,1,Single Listing,Moderate ($100-$250),224,4.97,https://www.airbnb.com/rooms/10683
10684,Chic Haven in Greenwich Village,1318,James,f,Standard Host,Manhattan,Greenwich Village,40.77143,-73.98773,Entire home/apt,326,2,163.0,2,87,2026-07-04,7.69,2,Small Host (2-4),Luxury (>$250),72,4.57,https://www.airbnb.com/rooms/10684
10685,Charming Room in Bedford-Stuyvesant,1121,Noah,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.67834,-73.9471,Entire home/apt,177,6,29.5,2,10,2026-05-05,0.64,1,Single Listing,Moderate ($100-$250),240,4.51,https://www.airbnb.com/rooms/10685
10686,Minimalist Brownstone Unit in Long Island City,1343,James,f,Standard Host,Queens,Long Island City,40.74278,-73.82211,Entire home/apt,137,3,45.67,30,36,2026-07-24,3.18,8,Multi-Listing Host (5+),Moderate ($100-$250),70,4.42,https://www.airbnb.com/rooms/10686
10687,Stunning Studio in St. George,1022,David,f,Standard Host,Staten Island,St. George,40.6115,-74.11338,Private room,56,1,56.0,1,15,2026-04-02,0.5,1,Single Listing,Budget (<$100),12,4.15,https://www.airbnb.com/rooms/10687
10688,Modern Penthouse in Park Slope,1156,Olivia,f,Standard Host,Brooklyn,Park Slope,40.714,-73.9591,Entire home/apt,185,3,61.67,3,22,2026-02-03,1.14,2,Small Host (2-4),Moderate ($100-$250),86,4.47,https://www.airbnb.com/rooms/10688
10689,Cozy Loft in Forest Hills,1036,Noah,t,Superhost,Queens,Forest Hills,40.70889,-73.85937,Entire home/apt,132,5,26.4,3,44,2026-06-03,1.74,1,Single Listing,Moderate ($100-$250),40,4.95,https://www.airbnb.com/rooms/10689
10690,Charming Haven in Park Slope,1238,Elena,t,Superhost,Brooklyn,Park Slope,40.63441,-73.94535,Private room,132,1,132.0,3,72,2026-07-09,3.53,1,Single Listing,Moderate ($100-$250),195,4.87,https://www.airbnb.com/rooms/10690
10691,Bright Suite in Harlem,1317,Michael,f,Standard Host,Manhattan,Harlem,40.81416,-74.00746,Entire home/apt,245,5,49.0,3,53,2026-07-29,2.64,1,Single Listing,Moderate ($100-$250),111,4.47,https://www.airbnb.com/rooms/10691
10692,Modern Penthouse in Concourse,1167,Jessica,t,Superhost,Bronx,Concourse,40.82555,-73.81578,Private room,46,2,23.0,1,80,2026-06-01,3.4,1,Single Listing,Budget (<$100),291,4.9,https://www.airbnb.com/rooms/10692
10693,Minimalist Haven in Crown Heights,1164,Ava,f,Standard Host,Brooklyn,Crown Heights,40.69024,-73.9919,Private room,140,1,140.0,7,27,2026-07-08,4.1,2,Small Host (2-4),Moderate ($100-$250),305,4.48,https://www.airbnb.com/rooms/10693
10694,Chic Retreat in Bushwick,1299,Benjamin,t,Superhost,Brooklyn,Bushwick,40.70608,-73.93269,Private room,152,2,76.0,1,70,2026-05-17,2.1,1,Single Listing,Moderate ($100-$250),177,4.93,https://www.airbnb.com/rooms/10694
10695,Boho Suite in Harlem,1069,Elena,f,Standard Host,Manhattan,Harlem,40.81263,-73.96594,Shared room,98,2,49.0,2,12,2026-06-19,0.37,1,Single Listing,Budget (<$100),301,4.37,https://www.airbnb.com/rooms/10695
10696,Modern Suite in Greenpoint,1274,Liam,f,Standard Host,Brooklyn,Greenpoint,40.65431,-73.95587,Entire home/apt,150,5,30.0,2,2,2026-07-09,0.07,3,Small Host (2-4),Moderate ($100-$250),187,4.57,https://www.airbnb.com/rooms/10696
10697,Rustic Haven in Ridgewood,1077,Ethan,t,Superhost,Queens,Ridgewood,40.77668,-73.83081,Entire home/apt,269,6,44.83,30,90,2026-06-11,2.7,1,Single Listing,Luxury (>$250),52,4.99,https://www.airbnb.com/rooms/10697
10698,Cozy Loft in East Village,1078,Emma,t,Superhost,Manhattan,East Village,40.77121,-73.96734,Entire home/apt,371,2,185.5,2,92,2026-07-25,10.6,4,Small Host (2-4),Luxury (>$250),76,4.93,https://www.airbnb.com/rooms/10698
10699,Minimalist Room in Williamsburg,1271,Benjamin,f,Standard Host,Brooklyn,Williamsburg,40.64038,-73.93098,Private room,62,1,62.0,5,4,2026-03-29,0.2,1,Single Listing,Budget (<$100),276,4.43,https://www.airbnb.com/rooms/10699
10700,Spacious Studio in East Village,1321,Noah,t,Superhost,Manhattan,East Village,40.76052,-73.97879,Private room,291,1,291.0,30,27,2026-07-05,1.0,3,Small Host (2-4),Luxury (>$250),204,4.86,https://www.airbnb.com/rooms/10700
10701,Bright Apartment in Long Island City,1299,Mia,f,Standard Host,Queens,Long Island City,40.71987,-73.83291,Entire home/apt,143,5,28.6,5,10,2026-07-24,0.35,4,Small Host (2-4),Moderate ($100-$250),142,4.52,https://www.airbnb.com/rooms/10701
10702,Modern Studio in Hell's Kitchen,1083,Mia,t,Superhost,Manhattan,Hell's Kitchen,40.8049,-73.95223,Entire home/apt,291,3,97.0,7,39,2026-05-30,2.7,1,Single Listing,Luxury (>$250),185,4.97,https://www.airbnb.com/rooms/10702
10703,Spacious Apartment in Upper West Side,1186,Liam,f,Standard Host,Manhattan,Upper West Side,40.78991,-73.96979,Entire home/apt,309,4,77.25,5,25,2026-07-12,1.52,1,Single Listing,Luxury (>$250),136,4.44,https://www.airbnb.com/rooms/10703
10704,Modern Flat in Flushing,1031,Emma,f,Standard Host,Queens,Flushing,40.69554,-73.79706,Entire home/apt,136,3,45.33,2,33,2026-06-15,1.54,1,Single Listing,Moderate ($100-$250),197,4.58,https://www.airbnb.com/rooms/10704
10705,Luxury Studio in East Village,1101,Noah,t,Superhost,Manhattan,East Village,40.81391,-73.97624,Entire home/apt,343,3,114.33,5,55,2026-07-11,3.86,1,Single Listing,Luxury (>$250),99,4.95,https://www.airbnb.com/rooms/10705
10706,Luxury Apartment in Greenwich Village,1182,Benjamin,f,Standard Host,Manhattan,Greenwich Village,40.80536,-73.96095,Private room,205,2,102.5,1,13,2026-04-20,0.73,1,Single Listing,Moderate ($100-$250),309,4.51,https://www.airbnb.com/rooms/10706
10707,Chic Loft in Brooklyn Heights,1213,Sophia,t,Superhost,Brooklyn,Brooklyn Heights,40.68675,-73.94318,Entire home/apt,217,8,27.12,1,40,2026-05-11,5.62,1,Single Listing,Moderate ($100-$250),130,4.95,https://www.airbnb.com/rooms/10707
10708,Boho Loft in Ridgewood,1139,Ethan,t,Superhost,Queens,Ridgewood,40.72338,-73.79219,Private room,36,1,36.0,3,84,2026-07-02,2.48,1,Single Listing,Budget (<$100),262,4.9,https://www.airbnb.com/rooms/10708
10709,Rustic Room in Financial District,1309,Ava,f,Standard Host,Manhattan,Financial District,40.77371,-73.96741,Entire home/apt,615,2,307.5,3,10,2026-07-18,0.52,2,Small Host (2-4),Luxury (>$250),273,4.31,https://www.airbnb.com/rooms/10709
10710,Spacious Retreat in Bushwick,1136,Jessica,f,Standard Host,Brooklyn,Bushwick,40.64415,-73.91704,Entire home/apt,197,5,39.4,3,14,2026-05-29,0.54,1,Single Listing,Moderate ($100-$250),348,4.47,https://www.airbnb.com/rooms/10710
10711,Spacious Retreat in Mott Haven,1293,Noah,f,Standard Host,Bronx,Mott Haven,40.84762,-73.83456,Private room,52,2,26.0,7,10,2026-01-13,0.4,1,Single Listing,Budget (<$100),270,4.49,https://www.airbnb.com/rooms/10711
10712,Quiet Flat in Fordham,1232,Elena,f,Standard Host,Bronx,Fordham,40.82337,-73.86844,Private room,58,2,29.0,5,15,2026-05-28,0.96,3,Small Host (2-4),Budget (<$100),102,4.52,https://www.airbnb.com/rooms/10712
10713,Minimalist Loft in Financial District,1081,Noah,f,Standard Host,Manhattan,Financial District,40.75518,-73.95177,Private room,82,2,41.0,2,37,2026-07-30,4.93,1,Single Listing,Budget (<$100),70,4.33,https://www.airbnb.com/rooms/10713
10714,Quiet Apartment in Sunnyside,1283,Emily,t,Superhost,Queens,Sunnyside,40.69962,-73.77082,Entire home/apt,198,2,99.0,7,137,2026-06-10,4.04,2,Small Host (2-4),Moderate ($100-$250),347,4.96,https://www.airbnb.com/rooms/10714
10715,Luxury Brownstone Unit in Midtown,1145,Charlotte,t,Superhost,Manhattan,Midtown,40.81731,-74.00145,Private room,137,2,68.5,1,69,2026-07-03,4.27,1,Single Listing,Moderate ($100-$250),192,4.96,https://www.airbnb.com/rooms/10715
10716,Spacious Flat in Tribeca,1114,James,f,Standard Host,Manhattan,Tribeca,40.73707,-73.95449,Private room,185,2,92.5,1,30,2026-06-04,1.6,1,Single Listing,Moderate ($100-$250),163,4.43,https://www.airbnb.com/rooms/10716
10717,Sunny Room in Forest Hills,1328,Jessica,f,Standard Host,Queens,Forest Hills,40.72868,-73.75077,Hotel room,147,6,24.5,5,14,2026-07-08,1.59,4,Small Host (2-4),Moderate ($100-$250),21,4.57,https://www.airbnb.com/rooms/10717
10718,Charming Flat in Brooklyn Heights,1163,Sarah,f,Standard Host,Brooklyn,Brooklyn Heights,40.66654,-73.93627,Entire home/apt,230,4,57.5,1,17,2026-02-22,0.52,1,Single Listing,Moderate ($100-$250),274,4.45,https://www.airbnb.com/rooms/10718
10719,Chic Haven in Cobble Hill,1002,Liam,f,Standard Host,Brooklyn,Cobble Hill,40.65674,-73.96719,Shared room,56,2,28.0,30,16,2026-07-15,0.53,2,Small Host (2-4),Budget (<$100),212,4.47,https://www.airbnb.com/rooms/10719
10720,Quiet Studio in Tribeca,1047,Carlos,t,Superhost,Manhattan,Tribeca,40.78776,-73.9839,Private room,196,1,196.0,2,61,2026-05-24,7.86,1,Single Listing,Moderate ($100-$250),194,4.89,https://www.airbnb.com/rooms/10720
10721,Boho Flat in East Village,1117,Charlotte,f,Standard Host,Manhattan,East Village,40.76241,-73.96785,Private room,150,2,75.0,2,19,2026-07-29,1.11,1,Single Listing,Moderate ($100-$250),35,4.47,https://www.airbnb.com/rooms/10721
10722,Minimalist Room in Harlem,1025,Olivia,f,Standard Host,Manhattan,Harlem,40.77035,-73.98726,Entire home/apt,720,8,90.0,2,46,2026-07-09,2.51,1,Single Listing,Luxury (>$250),92,4.49,https://www.airbnb.com/rooms/10722
10723,Modern Brownstone Unit in SoHo,1015,Ethan,f,Standard Host,Manhattan,SoHo,40.7615,-73.96985,Private room,153,3,51.0,2,13,2026-07-01,0.95,3,Small Host (2-4),Moderate ($100-$250),76,4.54,https://www.airbnb.com/rooms/10723
10724,Stunning Room in Upper West Side,1312,Elena,t,Superhost,Manhattan,Upper West Side,40.7317,-73.95225,Entire home/apt,382,2,191.0,2,93,2026-04-27,2.66,2,Small Host (2-4),Luxury (>$250),254,4.97,https://www.airbnb.com/rooms/10724
10725,Quiet Haven in SoHo,1091,James,f,Standard Host,Manhattan,SoHo,40.76804,-73.98419,Entire home/apt,154,2,77.0,1,30,2025-12-11,1.04,1,Single Listing,Moderate ($100-$250),252,4.49,https://www.airbnb.com/rooms/10725
